code_aliment;nom_fr;nom_scientifique;groupe;sous_groupe;sous_sous_groupe;energie_kcal_100g;eau_g;proteines_g;glucides_g;sucres_g;fibres_g;lipides_g;ag_satures_g;ag_monoinsatures_g;ag_polyinsatures_g;omega3_ala_g;sel_g;calcium_mg;fer_mg;magnesium_mg;zinc_mg;phosphore_mg;potassium_mg;vitamine_C_mg;beta_carotene_ug;vitamine_D_ug;vitamine_B12_ug;folates_B9_ug;vitamine_B1_mg;vitamine_B2_mg;vitamine_B6_mg;vitamine_E_mg
25509;Préparation à base de fromage(s) pour fondue savoyarde, préemballée;;entrées et plats composés;plats composés;plats de fromage;237;57,4;14,9;3,4;0,61;0,2;17,1;11,8;4,34;0,42;0,13;1,28;475;0,3;21,7;2;400;73;0;-;< 0,5;0,83;< 16;< 0,04;0,21;0,065;0,35
20914;Galette ou pavé au soja;;entrées et plats composés;plats composés;autres plats végétariens;252;52,7;15,5;8,5;2,1;8,8;14,7;0,65;5,2;4,6;0,24;1,75;160;2,3;81;1,3;230;380;2;24;< 1;0,4;54,6;0,13;0,06;0,08;0,2
25223;Bouchées ou émincé végétal au soja et blé (convient aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;157;61,2;19,5;6,76;2,57;4,86;3,7;0,66;1,19;1,64;0,17;1,68;72;2,8;84;2;220;680;< 0,5;< 5;< 0,25;-;48,7;0,1;0,066;0,12;-
25224;Bouchées ou émincé au soja et blé  (ne convient pas aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;185;58,9;17,6;8,19;2,07;5,24;7;0,55;3,95;2,08;0,38;1,24;74;1,8;59;0,94;190;570;2,86;< 5;< 0,5;0,13;45,6;0,15;0,11;0,095;-
25225;Nuggets ou croquette panée de blé (sans soja), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;284;45,7;12,6;22,4;1,33;2,55;14,9;1,48;7,96;4,72;0,27;0,67;22;0,88;15;0,68;82;340;< 0,5;< 5;< 0,25;-;12,3;0,053;< 0,01;0,026;-
25226;Nuggets ou croquette panée de soja et blé (ne convient pas aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;253;48;14,1;18,5;3,17;4,18;12,6;1,34;5,31;5,3;0,26;1,18;55;1,7;56;0,97;150;400;4,36;13,8;< 0,5;0,034;23,1;0,14;0,071;0,056;-
25227;Nuggets ou croquette panée de soja et blé (convient aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;251;45,8;15,5;19,7;1,75;5,38;10,9;1,14;6,05;3,17;0,11;1,39;61;2,4;50;1;160;330;< 0,5;21,3;< 0,25;-;31,5;0,069;< 0,1;0,042;-
25228;Pané soja et blé (ne convient pas aux véganes ou végétaliens);;entrées et plats composés;plats composés;autres plats végétariens;260;47,7;14,4;16,8;1,28;4,39;13,9;1,45;6,42;5,35;0,36;1,03;50;2,2;38;0,71;140;380;< 0,5;< 5;< 0,5;0,057;26,6;0,12;0,13;0,048;-
25229;Bâtonnet pané soja et blé (convient aux véganes ou végétaliens), préemballée;;entrées et plats composés;plats composés;autres plats végétariens;245;46,2;16,9;18,8;traces;5,41;10;1,1;4,7;3,69;0,08;1,13;70;2,5;59;1,3;170;350;< 0,5;8,16;< 0,25;-;30,3;0,099;0,026;0,075;-
25230;Pané soja, blé et fromage, type cordon bleu, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;247;50,2;15,2;15,1;2,05;3,28;13,1;3,02;5,74;3,7;0,35;1,5;170;1,3;40;1,3;190;320;< 0,5;27;< 0,5;0,33;31,5;0,074;0,11;0,045;-
25231;Ravioli au tofu, à la sauce tomate, préemballés;;entrées et plats composés;plats composés;autres plats végétariens;91,7;77,9;3,13;12,5;3,14;2,1;2,7;0,41;0,95;1,17;0,05;0,81;28;0,68;18;0,35;46;260;< 0,5;144;< 0,25;-;7,76;0,019;< 0,01;0,033;-
25233;Galette de céréales au fromage (sans soja), préemballée;;entrées et plats composés;plats composés;autres plats végétariens;241;48,4;7;27,8;2,86;4,3;10,3;2,56;5,02;2,08;0,07;1;93;1,1;97;1,3;350;340;< 0,5;< 5;< 0,5;0,12;12,1;0,083;0,039;0,047;-
25234;Galette de céréales aux légumes (sans soja), préemballée;;entrées et plats composés;plats composés;autres plats végétariens;211;52,7;5,31;28;3,66;4,4;7,6;0,89;4,11;2,23;0,03;1,03;29;1,3;48;1,1;130;220;< 0,5;149;< 0,25;-;20,7;0,081;< 0,01;0,054;-
25589;Boulette végétale au soja et/ou blé, préemballée;;entrées et plats composés;plats composés;autres plats végétariens;211;54,7;17,6;7,98;3,47;5,45;10,6;1,11;4,5;4,45;0,24;1,51;73;2,4;64;1;170;620;< 0,5;56;< 0,5;0,078;27,8;0,048;0,086;0,057;-
25591;Galette ou pavé aux lentilles, soja et légumes, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;170;61,2;9,71;16,7;2,77;4,76;5,6;0,75;2,79;1,76;0,17;0,85;69;1,9;59;1,3;150;230;< 0,5;457;< 0,25;-;45,3;0,09;< 0,01;0,052;-
25592;Galette ou pavé au blé (seitan) et légumes, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;208;54,6;12,5;20,8;3,97;3,1;7,1;0,73;5,02;1;0,02;1;42;1,2;38;1;100;150;< 0,5;292;< 0,25;-;46,3;0,083;< 0,01;0,049;-
25593;Galette ou pavé au blé et soja (convient aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;215;55,5;16;8,15;1,87;6,03;11;1,04;8,08;1,36;0,08;1,3;89;3,3;75;1,3;200;520;< 0,5;32,4;< 0,25;-;39,5;0,046;0,042;0,052;-
25594;Galette ou pavé au blé et soja (ne convient pas aux véganes ou végétaliens), préemballé;;entrées et plats composés;plats composés;autres plats végétariens;201;61,7;10,2;13,3;2,62;5,36;10,2;1,07;4,16;4,38;0,2;1,14;72;2,2;53;0,86;150;400;< 0,5;32,3;< 0,5;0,05;138;0,066;0,1;0,06;-
25595;Galette ou pavé au soja et fromage, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;204;60,6;16,8;6,08;0,75;1,8;12;4,63;2,81;3,78;0,44;1,07;250;1,8;84;1,9;280;230;< 0,5;34;< 0,5;0,24;23,7;0,052;0,081;0,057;-
25596;Galette ou pavé au soja et légumes, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;175;62,6;13,1;8,36;3,45;4,97;8,1;1,04;3,9;2,77;0,18;0,93;99;2,1;70;1,2;180;430;< 0,5;158;< 0,25;-;38,1;0,057;0,038;0,043;-
25597;Galette ou pavé au soja, fromage et légumes, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;180;62,5;15,1;7,72;2,03;2,83;9,1;2,36;2,6;3,7;0,4;0,97;170;2;82;1,5;210;320;< 0,5;118;< 0,5;0,08;23,3;0,086;0,044;0,055;-
30181;Haché végétal à base de soja, préemballé;;entrées et plats composés;plats composés;autres plats végétariens;143;67,5;11,5;7,01;4,19;5,23;5,8;0,64;3,51;1,34;0,13;0,78;67;2,2;66;1,2;170;620;< 0,5;167;< 0,25;-;34;0,052;0,037;0,081;-
25404;Pizza au fromage ou pizza margherita, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;224;49,2;8,55;29,6;3,43;2,27;7,41;3,14;2,76;1,51;0,12;1,14;239;1,2;22,9;1,52;269;182;5,5;97;0,1;0,36;31,5;0,16;0,17;0,087;-
25405;Quiche lorraine, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;269;53,7;8,39;21,5;2;1,39;16,4;9,19;5,65;1,52;0,09;1,01;116;0,63;17,8;0,8;145;164;0,71;-;1,21;0,3;17,1;0,12;0,16;0,095;1,55
25411;Crêpe ou galette béchamel et champignon, préemballée, surgelée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;144;66;4,5;20;3;0,5;5;0,5;-;-;-;0,81;82,8;0,3;14;-;-;260;-;-;-;-;-;-;-;-;-
25417;Tarte aux légumes, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;216;57,4;5;21,8;3,2;1,7;11,7;6;4,7;1;0,15;0,98;104;-;13,9;0,62;-;242;-;-;-;-;-;-;-;-;-
25444;Tarte au fromage, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;271;53,3;9,44;20;1,64;1,57;16,7;10,4;5,04;1,3;0,06;0,86;170;0,54;16;-;151;110;0,21;-;1,06;0,46;13,7;0,05;0,16;0,07;1,34
25454;Tarte à la provençale, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;224;54,3;5,34;21,8;4;1,8;12,5;6,92;4,18;1,36;0,13;1,17;62,5;0,63;14,5;0,5;80,8;140;4,25;-;0,95;0,22;14,7;0,05;0,1;0,1;1,54
25472;Pizza aux légumes ou pizza 4 saisons, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;206;51,8;7,58;25,1;4;2,43;7,78;2,78;2,37;1,1;0,15;1,06;120;0,61;20;0,92;130;200;1,52;153;< 0,25;0,3;25,8;0,09;0,09;0,099;-
25477;Pizza champignons fromage, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;213;-;8;24,2;2;1,8;8,93;3,3;-;-;-;1,13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25478;Pizza aux fromages, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;269;42,6;11,2;30,5;3,63;2,06;10,7;5,65;3,19;1,04;0,15;1,2;267;0,81;22;-;176;141;3,64;-;0,05;0,28;52,9;0,14;0,14;0,15;1,08
25516;Pizza (aliment moyen);;entrées et plats composés;pizzas, tartes et crêpes salées;-;234;47,5;10;27,4;3,64;2,12;8,88;4,06;2,87;1,11;0,13;1,21;193;0,76;21,7;-;174;185;3,39;-;0,16;0,36;36;0,15;0,13;0,15;-
25528;Pissaladière, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;265;-;4,8;26,3;6,8;2,5;15,1;5,8;-;-;-;1,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25529;Tarte à l'oignon, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;280;-;7;23,5;5,63;1,9;17,2;7,5;-;-;-;0,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25549;Crêpe ou galette béchamel et fromage, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;150;65,5;6,5;17;3,08;1;6;2;2,6;1,17;-;0,95;148;0,48;18,6;-;162;118;0,37;-;0,47;0,5;29,3;0,1;0,2;0,08;0,93
25553;Tarte ou tourte aux poireaux, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;229;54,5;5,29;20,9;2,27;2,12;13,3;7,96;4,11;1,22;0,11;0,97;95;0,6;14;0,66;110;130;< 0,5;216;< 0,5;0,45;87,1;0,074;0,11;0,06;-
25561;Tarte à la tomate, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;225;58,4;6;23,4;4,75;1,65;11,6;6,7;3,39;0,59;0,1;0,83;21;0,77;16;0,28;64;280;5,2;551;-;0,071;40,9;0,05;0,025;0,091;-
25564;Tarte aux noix de Saint-Jacques, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;222;-;7,2;21,7;2,33;1,35;11,5;5,93;-;-;-;1,06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25572;Crêpe ou galette aux noix de Saint-Jacques, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;144;-;6,1;15,5;2,3;1;6,2;3,3;-;-;-;1,07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25573;Tarte ou quiche salée (aliment moyen);;entrées et plats composés;pizzas, tartes et crêpes salées;-;268;50,8;8,04;24,3;3,05;1,55;15,1;7,87;5,15;1,68;0,14;1,13;86,3;0,64;17,7;0,72;121;193;1,32;-;0,89;0,32;24,8;0,12;0,12;0,12;-
25581;Crêpe ou galette béchamel et champignon, préemballée, cuite;;entrées et plats composés;pizzas, tartes et crêpes salées;-;172;63,4;5,5;18,5;3,16;3,4;7,7;2,48;2,16;2,57;0,03;0,76;82;0,43;14;0,53;100;180;< 0,5;< 5;< 0,25;0,21;31,7;0,068;0,15;0,027;-
25623;Tarte au maroilles ou flamiche au maroilles, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;318;-;14;23;2,8;2,5;18,3;12,8;-;-;-;1,66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25649;Crêpe ou galette chèvre, lardon, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;196;-;8,08;16,3;1,13;1,63;10,6;5,68;-;-;-;1,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25671;Pizza au chèvre, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;241;-;9,95;27,1;4,63;2,2;9,86;5,2;-;-;-;1,16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
26256;Ficelle picarde, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;151;-;8,6;11,9;2,7;0,6;7,5;2,8;-;-;-;0,75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
26267;Tarte épinard chèvre, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;233;51,7;6,69;21,3;2,54;1,48;13,1;8,44;3,47;1,19;0,15;0,9;79;0,77;19;0,56;98;180;< 0,5;893;< 0,25;0,2;62,5;0,07;0,12;0,054;-
26268;Tielle sétoise, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;285;39,4;8,5;29,4;5,6;1,8;14,4;1,5;4,36;8,54;-;1,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
26271;Pizza kebab, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;211;-;9,4;26,6;3,04;1,85;7,01;3,5;-;-;-;1,4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
26273;Pizza type raclette ou tartiflette, préemballée;;entrées et plats composés;pizzas, tartes et crêpes salées;-;246;-;9,66;27,3;3,16;1,9;10,4;5,39;-;-;-;1,24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7811;Focaccia, garnie;;entrées et plats composés;sandwichs;-;233;-;8;29,5;4,25;2,25;8,75;1,75;-;-;-;1,45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7812;Fougasse, garnie;;entrées et plats composés;sandwichs;-;320;34,1;9,53;42,1;1,6;3,2;11,8;2,74;7,23;1,2;-;1,78;76,6;1,24;23,7;0,95;88,9;177;0,1;21;0;0,074;16,8;0,12;0,061;0,1;1,22
25403;Hot-dog, préemballé;;entrées et plats composés;sandwichs;-;278;44,5;10,9;26,3;5,2;1,6;13,8;5,18;6,19;1,7;0,22;1,69;56;0,85;17;1,1;150;210;< 0,5;-;< 0,25;0,5;31,2;0,11;0,051;0,068;-
25413;Hamburger, de restauration rapide;;entrées et plats composés;sandwichs;-;251;46,1;13,3;29,5;5,95;1,8;8,44;2,82;3,64;0,55;0,023;1,23;64;1,23;29,7;2,26;110;251;0,3;34;0,1;1,2;17;0,35;0,19;0,11;-
25414;Cheeseburger, de restauration rapide;;entrées et plats composés;sandwichs;-;290;44,9;13,7;22,3;3,94;1,4;15,8;4,88;7,14;2,03;0,53;1,23;87,5;1,4;22,7;2,4;149;210;< 2;49;traces;0,65;-;0,39;0,1;0,13;-
25415;Double cheeseburger, de restauration rapide;;entrées et plats composés;sandwichs;-;290;43,8;15,5;19,4;1,28;< 1;16,7;6,32;6,51;-;0,34;1,15;104;1,4;20,2;2,9;161;184;0,9;-;< 0,5;0,99;28,9;0,089;0,15;0,2;1,35
25428;Sandwich grec ou kebab, pita, crudités;;entrées et plats composés;sandwichs;-;232;51,8;15,2;17;1,1;2,3;10,9;4,29;3,9;0,74;0,066;1,23;33,6;0,95;21,5;1,8;-;316;-;-;-;-;-;-;-;-;-
25429;Sandwich grec ou kebab, baguette, crudités;;entrées et plats composés;sandwichs;-;272;44,8;15;29,9;3,3;2;9,8;4,26;3,31;0,63;-;1,13;22,1;2,1;22,4;2,05;117;263;2;62;0;0,88;15;0,09;0,11;0,13;0,2
25501;Sandwich panini, trois fromages;;entrées et plats composés;sandwichs;-;294;-;17;25;0,6;-;14;8,9;-;-;-;1,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25513;Pan bagnat;;entrées et plats composés;sandwichs;-;205;51,1;7,95;27,8;3,2;1,98;6,48;0,98;4,65;0,85;-;1,03;37,9;0,69;26,1;0,33;59,8;157;12,2;150;0,59;0,86;25,5;0,055;0,071;0,13;1,56
25518;Sandwich baguette, camembert beurre, fait maison;;entrées et plats composés;sandwichs;-;341;32,9;11,9;34,8;2,21;1,92;16,7;10,4;4,6;0,71;-;1,72;137;0,7;20,6;1,42;150;111;0;68,6;0,21;0,68;40,4;0,062;0,2;0,13;0,52
25522;Sandwich (aliment moyen);;entrées et plats composés;sandwichs;-;280;41,4;12,4;30,3;2,03;2,08;11,7;5,34;3,64;2,04;-;1,56;65,6;1;20,6;1,26;149;189;2,63;66,6;0,36;0,41;20;0,19;0,12;0,15;1,45
25523;Toasts ou canapés salés, garnitures diverses, préemballés;;entrées et plats composés;sandwichs;-;251;53,5;9,09;22,4;5,6;2,8;13,3;7,11;4,88;1,26;0,15;1,11;153;1,79;23,4;1,38;181;152;1,57;41,4;0,32;0,72;26,1;0,27;0,27;0,16;0,42
25530;Sandwich baguette, crudités diverses mayonnaise;;entrées et plats composés;sandwichs;-;224;52;6,54;30,6;2,72;2,18;7,9;1,69;2,02;3,76;-;1,07;26,6;0,87;16,6;0,54;75,9;153;7,02;672;0,17;0,13;31,1;0,062;0,074;0,092;2,88
25532;Sandwich baguette, oeuf crudités mayonnaise;;entrées et plats composés;sandwichs;-;249;47,7;8,52;31,6;2,43;1,89;9,47;2,18;2,57;3,97;-;1,13;33,6;1,08;16,4;0,68;101;135;3,31;135;0,43;0,3;39;0,07;0,14;0,092;2,99
25536;Sandwich baguette, salami beurre;;entrées et plats composés;sandwichs;-;381;28;12,5;33,9;2,04;1,82;21,4;9,65;8,32;2,04;-;2,76;25,3;1,41;17,5;1,39;133;160;0;20;0,34;0,54;14,5;0,15;0,1;0,14;0,31
25542;Croque-madame, fait maison;;entrées et plats composés;sandwichs;-;261;50,7;13,7;16,1;1,37;1,13;15,5;7,42;5,19;1,5;-;1,29;200;1,27;19,5;1,1;189;154;0,014;69,8;0,6;0,55;17,4;0,17;0,22;0,035;0,78
25543;Sandwich baguette (aliment moyen);;entrées et plats composés;sandwichs;-;293;38,9;11,7;33,2;2,21;2,08;12,1;5,55;3,59;2,3;-;1,64;69,6;1;20,8;1,15;149;164;2,63;66,6;0,36;0,41;20;0,19;0,12;0,15;1,45
25547;Croque-monsieur, préemballé;;entrées et plats composés;sandwichs;-;253;44,2;10,6;26,1;2,84;1,98;11,4;5,48;4,4;1,51;0,3;1,58;251;< 1;21,5;1,6;259;189;1,7;< 50;0,7;0,39;23,1;0,15;0,15;< 0,05;-
25640;Sandwich baguette, camembert beurre, vente à emporter;;entrées et plats composés;sandwichs;-;303;38,4;11,4;32,9;1,26;1,4;13,7;7,62;4,22;1,24;0,2;1,35;180;0,64;21,8;1,3;172;127;< 2;52;traces;0,35;-;0,1;0,16;0,13;-
25644;Cheeseburger, préemballé;;entrées et plats composés;sandwichs;-;265;-;13,6;22,7;4,55;1,47;13;5,24;-;-;-;1,21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25646;Wrap végétarien fromage crudités;;entrées et plats composés;sandwichs;-;246;-;9,28;19,5;3,18;3,67;13,8;4,68;-;-;-;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25108;Samossa ou samoussa ou brick garni, préemballé, cuit;;entrées et plats composés;feuilletées et autres entrées;-;230;55,2;9,33;16,5;2,45;1,8;13,7;2,78;5,27;3,21;0,041;1,26;31;1,3;17,8;0,87;95;182;0,7;34;< 0,5;0,34;20;0,068;0,12;0,13;1,45
25169;Spécialité chinoise type bouchée à la vapeur, préemballée, cuite;;entrées et plats composés;feuilletées et autres entrées;-;149;64,6;5,9;28;3,9;0,21;1,4;0,31;0,8;0,29;-;1,26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
25398;Feuilleté ou friand au fromage, préemballé, à cuire;;entrées et plats composés;feuilletées et autres entrées;-;283;48,2;6,08;26,2;2,92;1,18;16,9;9,06;3,31;1,09;0,079;1,05;74,8;0,48;-;-;-;-;-;-;-;-;-;-;-;-;-
25401;Feuilleté ou friand au fromage, préemballé, cuit;;entrées et plats composés;feuilletées et autres entrées;-;302;46,1;8,25;28,1;3,86;1,3;17,1;10,2;4,7;1,03;0,09;1,58;119;1,4;14,9;0,54;129;139;-;80;1,1;0;-;0,04;0,16;0,06;0
25419;Rouleau de printemps;;entrées et plats composés;feuilletées et autres entrées;-;103;73,9;4,57;16,6;3,6;1,2;1,82;0,66;0,56;0,46;0,057;0,29;22,5;0,4;12,6;0,45;14,9;87;1,5;74;-;0,16;< 16;< 0,04;< 0,04;0,11;-
25438;Samoussa ou samossa ou brick garni, fait maison, cuit;;entrées et plats composés;feuilletées et autres entrées;-;187;65,1;12,2;8,48;0,72;0,59;11,5;2,77;3,02;4,96;-;1,41;32,8;1,03;21,5;0,9;115;183;2,93;88,2;0,51;0,67;16,6;0,057;0,12;0,19;4,95
25557;Brick à l'oeuf, fait maison, cuit;;entrées et plats composés;feuilletées et autres entrées;-;255;56,2;10,4;12,3;1,6;0,5;18,1;-;-;-;-;1,35;70,7;1,4;13,8;0,83;141;132;3,6;100;1,24;0,81;92;0,06;0,38;0,1;7
25559;Brick à la pomme de terre, fait maison, cuit;;entrées et plats composés;feuilletées et autres entrées;-;215;60,2;3,25;19,6;1,5;1,7;13,4;-;-;-;-;1;26,4;0,6;13,8;0,26;54;252;8,8;45;0,14;0,09;21;0,08;0,06;0,19;7,7
25578;Feuilleté ou friand salé (aliment moyen);;entrées et plats composés;feuilletées et autres entrées;-;311;43,3;8,43;27,5;2,86;1,63;18,2;10,1;5,81;1,48;0,14;1,4;83,3;1,24;17,4;0,98;83,6;177;-;-;-;-;-;-;-;-;-
25580;Bouchée à la reine, garnie (aliment moyen);;entrées et plats composés;feuilletées et autres entrées;-;252;55;6,42;19,1;2,52;1,35;16,3;8,53;5,14;1,25;-;1,2;55,1;0,81;15,4;0,66;88,6;157;0,58;64,7;0,51;0,72;8,95;0,079;0,097;0,062;-
13004;Avocat, chair sans peau, sans noyau, cru;Persea americana Mill.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;203;70,3;1,56;traces;0,4;3,6;20,6;4,51;12,3;2,83;0,15;0,015;9,4;0,34;21;0,43;38;430;< 0,5;< 5;0;0;-;0,052;0,037;0,17;-
13128;Chayote ou christophine ou chouchou, crue;Sechium edule;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;19,1;94,2;0,82;2,8;1,66;1,7;0,13;0,028;0,01;0,057;-;0,005;17;0,34;12;0,74;18;125;7,7;0;0;0;-;0,025;0,029;0,076;-
15029;Graine germée de luzerne, crue;;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;29,2;92,8;3,38;0,81;0,2;1,9;0,69;0,069;0,056;0,41;0,18;0,015;32;0,96;27;0,92;70;79;8,2;87;0;0;-;0,076;0,13;0,034;-
15030;Graine germée de radis, fraîche, crue;Raphanus sativus convar. oleifer (Stokes) Alef.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;-;90,1;3,23;-;-;-;2,53;0,77;0,42;1,14;-;0,015;51;0,86;44;0,56;113;86;28,9;-;0;0;-;0,1;0,1;0,29;-
20004;Bette ou blette, côte (sans feuille), crue;Beta vulgaris var. cycla L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;12,8;95,4;1;1,63;1,2;1,8;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;0,57;25;0,85;17;0,07;10;300;3,08;25,9;< 0,25;-;-;< 0,015;0,015;0,036;-
20009;Carotte, crue;Daucus carota L. subsp. Sativus;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;30,2;90;0,78;5,16;4,85;2,9;< 0,5;< 0,15;< 0,15;< 0,15;< 0,15;0,12;36,2;< 0,25;13,6;< 0,5;24,8;274;3,73;13200;< 0,1;0;-;0,05;0,03;0,14;-
20010;Champignon, tout type, cru;(Genus and species unknown or multiple);fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;24,3;92,5;2,42;2,25;1,74;1,63;0,34;0,05;0,003;0,16;0,13;0,012;7,78;0,5;10,9;0,65;86;318;2,1;0;0,2;0;-;0,081;0,4;0,1;-
20012;Salade ou chicorée frisée, crue;Cichorium endivia L. var. crispum Lamarck;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;26;92;1,7;2,13;0,7;4;0,3;0,073;0,006;0,13;0,013;0,11;100;0,9;30;0,42;47;420;24;3430;0;0;-;0,06;0,1;0,11;-
20014;Chou rouge, cru;Brassica oleracea L. convar. capitata L. var. rubra;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;26,4;90,7;1,13;4,33;3,9;2,8;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;0,035;36;0,25;9,7;0,15;30;260;18,7;< 5;0;0;-;0,036;< 0,01;0,14;-
20016;Chou-fleur, cru;Brassica oleracea L. var. botrytis L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;24,9;92,9;1,81;2,13;1,7;2,2;0,7;0,24;0,14;0,25;0,17;0,015;23;0,27;9,8;0,22;40;270;48,2;< 5;0;0;-;0,031;< 0,01;0,22;-
20019;Concombre, chair et peau, cru;Cucumis sativus L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;16,8;95,2;0,65;2,87;1,67;0,5;0,11;0,037;0,005;0,032;0,015;0,012;19,2;0,13;13,6;0,095;24;157;2,8;45;0;0;-;0,027;0,033;0,04;-
20020;Courgette, chair et peau, crue;Cucurbita pepo L.;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;16,7;94,8;1,21;1,75;1,74;1;0,32;0,084;0,011;0,091;0,061;0,02;16;0,37;18;0,32;38;261;17,9;120;0;0;-;0,045;0,094;0,16;-
20022;Cresson de fontaine, cru;Nasturium officinale;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;15,5;95,1;2,3;1,11;0,2;0,5;0,1;0,027;0,008;0,035;-;0,1;120;0,2;21;0,11;60;330;43;1910;0;0;-;0,09;0,12;0,13;-
20023;Céleri branche, cru;Apium graveolens;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;15,4;93,4;0,63;2,41;1,3;2,2;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;0,2;46;0,06;11;0,09;24;390;5,51;74,6;0;0;-;< 0,015;< 0,01;0,052;-
20026;Endive, crue;Cichorium intybus var. foliosum;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;16,6;94,3;1,19;2,83;2,4;1,1;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;< 0,013;20;0,12;8,3;0,13;23;150;2,12;< 5;0;0;-;0,067;< 0,01;0,026;-
20028;Fenouil, cru;Foeniculum vulgare subsp. sativum;fruits, légumes, légumineuses et oléagineux;légumes;légumes crus;18,2;92,9;1;2,63;2,2;2,6;< 0,5;< 0,01;< 0,01;< 0,01;< 0,01;0,055;37;0,2;11;0,19;28;320;2,57;8,01;0;0;-;< 0,015;< 0,01;0,05;-
